game_id,play_id,frame
19783044514281,36,32511.0
19783044514281,38,34498.0
19783044514281,41,39153.0
19783044514281,42,39447.0
19783044514281,44,40804.0
19783044514281,51,44284.0
19783044514281,53,45804.0
19783044514281,54,46086.0
19783044514281,62,55421.0
19783044514281,64,56910.0
19783044514281,67,59423.0
19783044514281,75,67499.0
19783044514281,77,68201.0
19783044514281,78,68836.0
19783044514281,81,71520.0
19783044514281,83,72825.0
19783044514281,88,81459.0
19783044514281,89,82205.0
19783044514281,95,86580.0
19783044514281,97,106042.0
19783044514281,109,114620.0
19783044514281,110,115099.0
19783044514281,114,116578.0
19783044514281,117,117704.0
19783044514281,121,125375.0
19783044514281,123,126559.0
19783044514281,125,127945.0
19783044514281,129,130495.0
19783044514281,132,
19783044514281,136,133748.0
19783047521531,12,10586.0
19783047521531,13,10748.0
19783047521531,15,11921.0
19783047521531,17,13192.0
19783047521531,20,15721.0
19783047521531,27,22673.0
19783047521531,28,22942.0
19783047521531,35,33814.0
19783047521531,36,34384.0
19783047521531,39,35925.0
19783047521531,48,46995.0
19783047521531,59,
19783047521531,62,56243.0
19783047521531,67,62035.0
19783047521531,68,63974.0
19783047521531,69,64513.0
19783047521531,72,68107.0
19783047521531,73,97718.0
19783047521531,79,
19783047521531,82,107079.0
19783047521531,83,107675.0
19783047521531,95,118838.0
19783047521531,99,121499.0
19783047521531,100,122781.0
19783047521531,101,123197.0
19783047521531,110,133247.0
19783047521531,112,135509.0
19783047521531,132,153476.0
19783047521531,133,154026.0
19783047521531,137,156039.0
19783047521531,141,159335.0
19783047521531,142,159835.0
19783047521531,144,160665.0
19783047521531,158,173914.0
19783047521531,159,174136.0
19783048309961,6,9056.0
19783048309961,7,10399.0
19783048309961,9,11396.0
19783048309961,14,14150.0
19783048309961,27,32584.0
19783048309961,32,37690.0
19783048309961,35,42456.0
19783048309961,36,43274.0
19783048309961,45,50413.0
19783048309961,46,51361.0
19783048309961,51,54353.0
19783048309961,60,62955.0
19783048309961,63,65309.0
19783048309961,71,70332.0
19783048309961,72,70747.0
19783048309961,76,76306.0
19783048309961,77,76549.0
19783048309961,81,79242.0
19783048309961,82,80148.0
19783048309961,89,84961.0
19783048309961,96,92996.0
19783048309961,98,125487.0
19783048309961,101,126729.0
19783048309961,119,143466.0
19783048309961,121,144718.0
19783048309961,122,145406.0
19783048309961,132,154978.0
19783048309961,135,161216.0
19783048309961,161,191464.0
19783048309961,173,205695.0
19783048309961,175,209232.0
19783048309961,176,211161.0
19783048309961,181,215839.0
19783048309961,187,225013.0
19783055109711,2,9317.0
19783055109711,7,10934.0
19783055109711,20,19898.0
19783055109711,33,27238.0
19783055109711,37,28379.0
19783055109711,44,36332.0
19783055109711,62,49308.0
19783055109711,68,54788.0
19783055109711,74,57361.0
19783055109711,78,64117.0
19783055109711,81,66435.0
19783055109711,89,72850.0
19783055109711,90,73414.0
19783055109711,97,94843.0
19783055109711,101,98139.0
19783055109711,112,110641.0
19783055109711,118,113534.0
19783055109711,122,116611.0
19783055109711,132,122596.0
19783055109711,137,126328.0
19783055109711,138,126932.0
19783055109711,162,144851.0
19783055109711,178,160499.0
19783055109711,179,161893.0
19783055109711,189,170765.0
19783059510361,2,20389.0
19783059510361,5,22694.0
19783059510361,6,23067.0
19783059510361,9,25252.0
19783059510361,13,27569.0
19783059510361,18,29869.0
19783059510361,20,31175.0
19783059510361,26,42030.0
19783059510361,43,57094.0
19783059510361,45,59275.0
19783059510361,49,60872.0
19783059510361,50,61410.0
19783059510361,53,63667.0
19783059510361,56,64570.0
19783059510361,62,73944.0
19783059510361,72,81893.0
19783059510361,76,89771.0
19783059510361,77,90357.0
19783059510361,78,90628.0
19783059510361,81,94450.0
19783059510361,82,95155.0
19783059510361,90,103523.0
19783059510361,91,132520.0
19783059510361,94,134750.0
19783059510361,95,136906.0
19783059510361,96,137336.0
19783059510361,101,140765.0
19783059510361,105,143418.0
19783059510361,106,143777.0
19783059510361,118,157448.0
19783059510361,119,157697.0
19783059510361,126,163511.0
19783059510361,135,174326.0
19783059510361,136,174849.0
19783059510361,146,188735.0
19783059510361,152,194576.0
19783059510361,168,210520.0
19783059510361,170,210790.0
19783059510361,173,216982.0
19783059510361,187,242077.0
19783062708421,6,59450.0
19783062708421,11,
19783062708421,16,
19783062708421,22,75396.0
19783062708421,28,81097.0
19783062708421,29,81586.0
19783062708421,34,88760.0
19783062708421,36,89229.0
19783062708421,42,92800.0
19783062708421,44,95820.0
19783062708421,45,96549.0
19783062708421,55,110279.0
19783062708421,62,118399.0
19783062708421,63,118760.0
19783062708421,67,122885.0
19783062708421,71,125668.0
19783062708421,74,128161.0
19783062708421,75,157169.0
19783062708421,78,158053.0
19783062708421,92,169525.0
19783062708421,99,179782.0
19783062708421,104,189485.0
19783062708421,109,195031.0
19783062708421,113,201995.0
19783062708421,120,208316.0
19783062708421,133,223248.0
19783062708421,138,227630.0
19783062708421,139,227770.0
19783062708421,148,241838.0
19783066312331,1,72269.0
19783066312331,2,72963.0
19783066312331,8,76633.0
19783066312331,18,84960.0
19783066312331,23,92901.0
19783066312331,34,104491.0
19783066312331,39,109267.0
19783066312331,44,114294.0
19783066312331,45,114731.0
19783066312331,55,126462.0
19783066312331,56,127008.0
19783066312331,57,127604.0
19783066312331,60,131747.0
19783066312331,61,132032.0
19783066312331,69,143243.0
19783066312331,71,143697.0
19783066312331,73,145972.0
19783066312331,75,147355.0
19783066312331,80,181467.0
19783066312331,81,182576.0
19783066312331,82,183558.0
19783066312331,84,185610.0
19783066312331,87,187634.0
19783066312331,88,187911.0
19783066312331,93,191359.0
19783066312331,99,199272.0
19783066312331,102,203294.0
19783066312331,119,222411.0
19783066312331,121,223760.0
19783066312331,123,224306.0
19783066312331,127,226788.0
19783066312331,129,227981.0
19783066312331,130,228539.0
19783066312331,135,236012.0
19783066312331,136,236349.0
19783066312331,140,241043.0
19783066312331,145,243552.0
19783066312331,146,244288.0
19783066312331,147,245068.0
19783066312331,149,251551.0
19783066312331,155,256091.0
19783066312331,168,
19783068913791,7,62226.0
19783068913791,8,62779.0
19783068913791,9,63544.0
19783068913791,15,69086.0
19783068913791,18,71570.0
19783068913791,19,71738.0
19783068913791,26,79622.0
19783068913791,27,80000.0
19783068913791,30,82461.0
19783068913791,36,85696.0
19783068913791,39,86808.0
19783068913791,42,88162.0
19783068913791,44,93768.0
19783068913791,52,100140.0
19783068913791,61,107633.0
19783068913791,65,114259.0
19783068913791,71,116796.0
19783068913791,79,122636.0
19783068913791,100,141849.0
19783068913791,102,143507.0
19783068913791,107,180753.0
19783068913791,121,190044.0
19783068913791,123,191180.0
19783068913791,130,194862.0
19783068913791,131,195498.0
19783068913791,134,201960.0
19783068913791,136,203033.0
19783068913791,137,203828.0
19783068913791,143,211587.0
19783068913791,147,218673.0
19783068913791,149,220297.0
19783068913791,167,241197.0
19783068913791,170,244071.0
19783068913791,172,245233.0
19783068913791,173,246699.0
19783068913791,188,265914.0
19783068913791,198,274175.0
19783069110421,1,55973.0
19783069110421,4,57780.0
19783069110421,5,58461.0
19783069110421,13,63668.0
19783069110421,21,67214.0
19783069110421,23,67975.0
19783069110421,35,77417.0
19783069110421,36,78002.0
19783069110421,40,83436.0
19783069110421,43,90342.0
19783069110421,69,108802.0
19783069110421,70,109340.0
19783069110421,71,109571.0
19783069110421,72,110072.0
19783069110421,76,113653.0
19783069110421,78,114669.0
19783069110421,82,116180.0
19783069110421,85,116994.0
19783069110421,88,122193.0
19783069110421,90,122881.0
19783069110421,91,124449.0
19783069110421,93,126181.0
19783069110421,95,128320.0
19783069110421,106,163867.0
19783069110421,114,174988.0
19783069110421,120,177397.0
19783069110421,126,182086.0
19783069110421,129,183215.0
19783069110421,134,190817.0
19783069110421,135,191717.0
19783069110421,138,193098.0
19783069110421,144,196482.0
19783069110421,151,200139.0
19783069110421,167,216738.0
19783069110421,185,236686.0
19783069110421,189,243380.0
19783083014901,8,18938.0
19783083014901,12,22869.0
19783083014901,13,23335.0
19783083014901,19,30984.0
19783083014901,20,32197.0
19783083014901,21,
19783083014901,22,33724.0
19783083014901,25,37367.0
19783083014901,32,43660.0
19783083014901,33,44343.0
19783083014901,35,45175.0
19783083014901,41,52967.0
19783083014901,44,54672.0
19783083014901,65,71285.0
19783083014901,69,74430.0
19783083014901,79,84048.0
19783083014901,89,92275.0
19783083014901,120,140174.0
19783083014901,128,147729.0
19783083014901,129,150044.0
19783083014901,137,154906.0
19783083014901,139,161023.0
19783083014901,144,164440.0
19783083014901,147,166765.0
19783083014901,161,179966.0
19783083014901,163,181244.0
19783083014901,165,182229.0
19783083014901,166,182660.0
19783083014901,168,183871.0
19783083014901,170,184329.0
19783083014901,175,192757.0
19783083014901,185,202880.0
19783083014901,186,203584.0
19783088214861,8,64133.0
19783088214861,13,66993.0
19783088214861,15,68686.0
19783088214861,18,73345.0
19783088214861,19,74500.0
19783088214861,24,78069.0
19783088214861,27,79970.0
19783088214861,28,80287.0
19783088214861,29,80863.0
19783088214861,32,81799.0
19783088214861,37,89528.0
19783088214861,38,89867.0
19783088214861,41,91532.0
19783088214861,42,91938.0
19783088214861,45,93610.0
19783088214861,50,97177.0
19783088214861,51,97306.0
19783088214861,58,101913.0
19783088214861,62,107832.0
19783088214861,63,
19783088214861,65,109555.0
19783088214861,70,113023.0
19783088214861,73,113910.0
19783088214861,78,118355.0
19783088214861,92,130304.0
19783088214861,93,131490.0
19783088214861,100,136515.0
19783088214861,102,139405.0
19783088214861,105,170149.0
19783088214861,106,170711.0
19783088214861,112,174853.0
19783088214861,117,177509.0
19783088214861,125,184887.0
19783088214861,130,191615.0
19783088214861,132,194000.0
19783088214861,140,200137.0
19783088214861,141,200508.0
19783088214861,156,217886.0
19783088214861,175,233589.0
19783088214861,176,233814.0
19783088214861,192,246541.0
19783088214861,200,254418.0
19783088214861,205,258563.0
19783088214861,206,258745.0
19783088214861,207,259659.0
19783088214861,208,260587.0
19783088214861,209,
19783099016891,2,54439.0
19783099016891,3,
19783099016891,6,56620.0
19783099016891,11,59893.0
19783099016891,17,64202.0
19783099016891,28,73205.0
19783099016891,29,73355.0
19783099016891,40,81184.0
19783099016891,42,81708.0
19783099016891,45,87104.0
19783099016891,46,87719.0
19783099016891,48,88651.0
19783099016891,50,89293.0
19783099016891,52,90976.0
19783099016891,53,91211.0
19783099016891,55,91652.0
19783099016891,77,110550.0
19783099016891,84,118078.0
19783099016891,95,129145.0
19783099016891,103,165984.0
19783099016891,106,168221.0
19783099016891,130,200443.0
19783099016891,132,201276.0
19783099016891,134,202323.0
19783099016891,137,203729.0
19783099016891,152,216313.0
19783099016891,156,218593.0
19783099016891,162,226714.0
19783099016891,164,227580.0
19783099016891,174,
19783099016891,182,244640.0
19783099016891,194,253516.0
19783099016891,196,254565.0
19783099216591,5,2600.0
19783099216591,13,7553.0
19783099216591,16,9047.0
19783099216591,18,10367.0
19783099216591,25,15243.0
19783099216591,27,16215.0
19783099216591,30,18928.0
19783099216591,31,19962.0
19783099216591,38,25567.0
19783099216591,43,
19783099216591,45,28386.0
19783099216591,49,30040.0
19783099216591,52,32305.0
19783099216591,66,42521.0
19783099216591,71,46796.0
19783099216591,72,47114.0
19783099216591,74,48925.0
19783099216591,77,50089.0
19783099216591,80,52082.0
19783099216591,82,53370.0
19783099216591,94,60312.0
19783099216591,101,64454.0
19783099216591,102,64808.0
19783099216591,110,71823.0
19783099216591,111,72567.0
19783099216591,135,87164.0
19783099216591,139,
19783099216591,147,
19783099216591,149,99122.0
19783099216591,154,103865.0
19783099216591,160,107767.0
19783099216591,162,109971.0
19783099216591,168,120909.0
19783099216591,169,121357.0
19783103016431,21,22470.0
19783103016431,23,23409.0
19783103016431,26,28296.0
19783103016431,28,30693.0
19783103016431,32,35422.0
19783103016431,36,39108.0
19783103016431,51,48642.0
19783103016431,52,49304.0
19783103016431,53,50718.0
19783103016431,63,62532.0
19783103016431,69,69597.0
19783103016431,71,70584.0
19783103016431,77,73845.0
19783103016431,90,101135.0
19783103016431,91,101995.0
19783103016431,92,102568.0
19783103016431,93,103007.0
19783103016431,98,106175.0
19783103016431,126,129306.0
19783103016431,128,134421.0
19783103016431,132,137926.0
19783103016431,133,138534.0
19783103016431,141,146058.0
19783103016431,149,154047.0
19783103016431,156,161118.0
19783103016431,159,165250.0
19783126015181,12,20978.0
19783126015181,13,22240.0
19783126015181,15,23389.0
19783126015181,16,23719.0
19783126015181,39,43742.0
19783126015181,40,44732.0
19783126015181,46,49198.0
19783126015181,51,52459.0
19783126015181,66,68260.0
19783126015181,74,78133.0
19783126015181,102,116907.0
19783126015181,113,
19783126015181,117,137524.0
19783126015181,131,
19783126015181,137,155784.0
19783126015181,141,158106.0
19783126015181,143,159289.0
19783126015181,151,166160.0
19783126015181,158,172352.0
19783126015181,183,197608.0
19783128817631,2,57663.0
19783128817631,8,60661.0
19783128817631,12,64419.0
19783128817631,21,78361.0
19783128817631,23,79804.0
19783128817631,30,85853.0
19783128817631,31,86295.0
19783128817631,36,93821.0
19783128817631,38,95786.0
19783128817631,44,98735.0
19783128817631,53,112735.0
19783128817631,57,116709.0
19783128817631,58,117101.0
19783128817631,63,119114.0
19783128817631,64,119561.0
19783128817631,82,135949.0
19783128817631,83,136468.0
19783128817631,87,
19783128817631,92,174955.0
19783128817631,93,177563.0
19783128817631,94,178386.0
19783128817631,102,188877.0
19783128817631,104,189876.0
19783128817631,106,190787.0
19783128817631,108,197749.0
19783128817631,110,199322.0
19783128817631,112,200636.0
19783128817631,113,202196.0
19783128817631,117,205735.0
19783128817631,118,205981.0
19783128817631,122,213511.0
19783128817631,125,214737.0
19783128817631,129,217102.0
19783128817631,141,232451.0
19783183518821,2,57661.0
19783183518821,5,59849.0
19783183518821,8,60758.0
19783183518821,33,83897.0
19783183518821,37,89706.0
19783183518821,48,94397.0
19783183518821,52,98583.0
19783183518821,65,112507.0
19783183518821,72,116209.0
19783183518821,78,119494.0
19783183518821,86,123649.0
19783183518821,90,130735.0
19783183518821,103,138697.0
19783183518821,111,173340.0
19783183518821,122,184532.0
19783183518821,129,192399.0
19783183518821,133,194254.0
19783183518821,184,252056.0
19783183518821,190,258348.0
19783183518821,191,259315.0
19783183518821,193,263618.0
19783183518821,207,285519.0
19784000119571,7,4419.0
19784000119571,11,7380.0
19784000119571,20,15025.0
19784000119571,32,27217.0
19784000119571,43,33347.0
19784000119571,56,42117.0
19784000119571,64,48258.0
19784000119571,65,48582.0
19784000119571,67,49677.0
19784000119571,72,53274.0
19784000119571,82,63136.0
19784000119571,113,84188.0
19784000119571,116,87123.0
19784000119571,120,89079.0
19784000119571,121,89616.0
19784000119571,127,96746.0
19784000119571,136,101281.0
19784000119571,171,129972.0
19784000119571,173,130783.0
19784000119571,178,134189.0
19784000119571,182,135529.0
19784000119571,198,150414.0
19784000119571,204,157040.0
19784001513041,2,13188.0
19784001513041,3,13728.0
19784001513041,4,14458.0
19784001513041,8,17749.0
19784001513041,13,19819.0
19784001513041,16,22069.0
19784001513041,20,26301.0
19784001513041,25,30046.0
19784001513041,29,34059.0
19784001513041,30,34543.0
19784001513041,34,37205.0
19784001513041,40,
19784001513041,41,46560.0
19784001513041,45,50258.0
19784001513041,49,52453.0
19784001513041,50,52625.0
19784001513041,51,53234.0
19784001513041,54,57088.0
19784001513041,60,61775.0
19784001513041,65,69052.0
19784001513041,74,79578.0
19784001513041,78,84324.0
19784001513041,82,86732.0
19784001513041,87,106201.0
19784001513041,92,108411.0
19784001513041,93,110578.0
19784001513041,94,110827.0
19784001513041,96,111739.0
19784001513041,99,114688.0
19784001513041,103,117425.0
19784001513041,105,118555.0
19784001513041,112,126699.0
19784001513041,131,149699.0
19784001513041,132,150251.0
19784001513041,137,158677.0
19784001513041,163,186249.0
19784001513041,169,192820.0
19784001513041,170,193376.0
19784001513041,172,194349.0
19784001513041,173,194868.0
19784001718111,2,33808.0
19784001718111,4,34270.0
19784001718111,5,35350.0
19784001718111,6,35462.0
19784001718111,8,36204.0
19784001718111,11,38980.0
19784001718111,18,43400.0
19784001718111,19,43699.0
19784001718111,23,52218.0
19784001718111,26,54352.0
19784001718111,31,57467.0
19784001718111,32,58332.0
19784001718111,35,62068.0
19784001718111,36,62631.0
19784001718111,38,70778.0
19784001718111,40,72512.0
19784001718111,45,76863.0
19784001718111,48,80215.0
19784001718111,56,86223.0
19784001718111,57,87063.0
19784001718111,61,96179.0
19784001718111,65,99202.0
19784001718111,66,99441.0
19784001718111,67,
19784001718111,68,100337.0
19784001718111,75,107647.0
19784001718111,78,116049.0
19784001718111,79,116553.0
19784001718111,81,117914.0
19784001718111,83,118583.0
19784001718111,87,121636.0
19784001718111,89,122244.0
19784001718111,91,125413.0
19784001718111,94,127559.0
19784001718111,96,128343.0
19784001718111,98,129273.0
19784001718111,99,129454.0
19784001718111,102,162986.0
19784001718111,108,166162.0
19784001718111,111,167752.0
19784001718111,113,168770.0
19784001718111,114,169114.0
19784001718111,116,170965.0
19784001718111,127,185160.0
19784001718111,132,189529.0
19784001718111,133,190774.0
19784001718111,142,203545.0
19784001718111,152,
19784001718111,161,225131.0
19784001718111,162,226005.0
19784001718111,167,231093.0
19784001718111,173,235026.0
19784001718111,177,238457.0
19784001718111,180,240964.0
19784001718111,181,241681.0
19784001718111,185,250686.0
19784001718111,193,257581.0
19784001718111,197,260336.0
19784001718111,198,260634.0
19784001900231,9,5937.0
19784001900231,10,
19784001900231,14,
19784001900231,16,10589.0
19784001900231,33,
19784001900231,40,33188.0
19784001900231,41,
19784001900231,43,39999.0
19784001900231,46,42181.0
19784001900231,57,54715.0
19784001900231,58,55742.0
19784001900231,63,59973.0
19784001900231,71,64431.0
19784001900231,73,65624.0
19784001900231,75,66854.0
19784001900231,84,76979.0
19784001900231,93,84010.0
19784001900231,94,84831.0
19784001900231,97,87333.0
19784001900231,105,95543.0
19784001900231,108,96792.0
19784001900231,113,104921.0
19784001900231,115,105390.0
19784001900231,118,107411.0
19784001900231,123,110752.0
19784001900231,124,111503.0
19784001900231,128,119770.0
19784001900231,129,120527.0
19784002910181,6,9917.0
19784002910181,7,10180.0
19784002910181,9,11042.0
19784002910181,10,11654.0
19784002910181,18,15992.0
19784002910181,24,21149.0
19784002910181,28,22941.0
19784002910181,34,25740.0
19784002910181,35,26232.0
19784002910181,41,31991.0
19784002910181,45,34702.0
19784002910181,51,39009.0
19784002910181,57,44005.0
19784002910181,62,51453.0
19784002910181,69,56773.0
19784002910181,70,57471.0
19784002910181,95,97341.0
19784002910181,114,110884.0
19784002910181,124,123386.0
19784002910181,146,139030.0
19784002910181,148,140474.0
19784002910181,155,149856.0
19784002910181,169,167426.0
19784002910181,171,172038.0
19784004512171,6,62257.0
19784004512171,7,62932.0
19784004512171,10,64778.0
19784004512171,17,73788.0
19784004512171,22,78731.0
19784004512171,24,80821.0
19784004512171,30,89989.0
19784004512171,38,94576.0
19784004512171,39,95210.0
19784004512171,40,96497.0
19784004512171,45,107135.0
19784004512171,55,116181.0
19784004512171,58,118621.0
19784004512171,63,122633.0
19784004512171,80,173117.0
19784004512171,85,175617.0
19784004512171,93,182075.0
19784004512171,94,182370.0
19784004512171,96,183313.0
19784004512171,101,193346.0
19784004512171,103,196036.0
19784004512171,121,219914.0
19784004512171,133,235073.0
19784004512171,136,240832.0
19784004512171,145,253184.0
19784004512171,148,256239.0
19784004512171,161,268275.0
19784004512171,167,279945.0
19784004512171,170,282832.0
19784004512171,172,285906.0
19784004512171,174,286574.0
19784005913891,8,4460.0
19784005913891,19,9817.0
19784005913891,30,19916.0
19784005913891,31,20747.0
19784005913891,33,21410.0
19784005913891,34,21664.0
19784005913891,36,23214.0
19784005913891,40,
19784005913891,44,31353.0
19784005913891,46,34048.0
19784005913891,59,43574.0
19784005913891,60,43851.0
19784005913891,62,45258.0
19784005913891,70,50707.0
19784005913891,76,57858.0
19784005913891,80,59770.0
19784005913891,87,64177.0
